Time,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,,act time
7.511,-0.072559,-0.065521,0.871036,-0.035751,-0.008297,-0.009517,0,0,,
7.512,0.016557,0.024239,0.525757,0.025271,-0.003804,-0.014449,0,0,,
7.513,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.514,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.515,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.516,0.016174,0.11151,0.529197,0.021037,-0.004106,0.007181,0,0,,
7.517,-0.072492,0.112325,0.526496,-0.044394,-0.008164,-0.009723,0,0,,
7.518,-0.072766,-0.06524,0.527017,-0.035996,-0.008378,-0.009614,0,0,,
7.519,-0.072801,0.02449,0.354038,-0.007585,-0.031153,0.002203,0,0,,
7.52,0.016174,0.11151,0.529197,0.021037,-0.004106,0.007181,0,0,,
7.521,0.104478,0.11213,0.527925,-0.044848,0.000286,-0.009683,0,0,,
7.522,-0.071918,0.024156,0.353727,-0.007524,0.014905,0.002345,0,0,,
7.523,-0.072492,0.112325,0.526496,-0.044394,-0.008164,-0.009723,0,0,,
7.524,-0.072492,0.112325,0.526496,-0.044394,-0.008164,-0.009723,0,0,,
7.525,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.526,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.527,-0.072425,0.024371,0.525513,-0.040295,-0.008046,0.002292,0,0,,
7.528,0.016343,0.111672,0.356653,-0.011918,0.01892,0.007173,0,0,,
7.529,0.016174,0.11151,0.529197,0.021037,-0.004106,0.007181,0,0,,
7.53,-0.071985,0.11211,0.35471,-0.011623,0.014787,-0.009669,0,0,,
7.531,-0.160184,0.023793,0.525716,-0.040075,0.033694,0.019236,0,0,,
7.532,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.533,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.534,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.535,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.536,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.537,-0.072492,0.112325,0.526496,-0.044394,-0.008164,-0.009723,0,0,,
7.538,0.016241,0.023556,0.528214,0.025136,-0.003988,0.019196,0,0,,
7.539,0.016241,0.023556,0.528214,0.025136,-0.003988,0.019196,0,0,,
7.54,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.541,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.542,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.543,0.016049,0.024453,0.697543,-0.007499,-0.026755,-0.014502,0,0,,
7.544,-0.072425,0.024371,0.525513,-0.040295,-0.008046,0.002292,0,0,,
7.545,0.104817,0.111754,0.528683,0.020877,0.000212,-0.009621,0,0,,
7.546,0.016174,0.11151,0.529197,0.021037,-0.004106,0.007181,0,0,,
7.547,0.104817,0.111754,0.528683,0.020877,0.000212,-0.009621,0,0,,
7.548,0.10431,0.111969,0.700469,-0.011893,-0.022739,-0.009675,0,0,,
7.549,0.015902,0.023933,0.527456,-0.04059,-0.003913,0.019134,0,0,,
7.55,0.016343,0.111672,0.356653,-0.011918,0.01892,0.007173,0,0,,
7.551,-0.072319,0.201774,0.697536,-0.015738,-0.030858,0.002191,0,0,,
7.552,-0.071918,0.024156,0.353727,-0.007524,0.014905,0.002345,0,0,,
7.553,-0.072233,0.023474,0.356184,-0.00766,0.01472,0.035989,0,0,,
7.554,-0.072425,0.024371,0.525513,-0.040295,-0.008046,0.002292,0,0,,
7.555,-0.071918,0.024156,0.353727,-0.007524,0.014905,0.002345,0,0,,
7.556,0.016343,0.111672,0.356653,-0.011918,0.01892,0.007173,0,0,,
7.557,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.558,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.559,-0.072259,-0.065455,0.355231,-0.003225,0.014573,-0.00956,0,0,,
7.56,-0.072935,-0.065402,0.699561,-0.003041,-0.031404,-0.009605,0,0,,
7.561,-0.072909,0.023527,0.700514,-0.007476,-0.031256,0.035944,0,0,,
7.562,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.563,0.015745,0.022199,0.700163,0.058331,0.018796,-0.038264,0,0,,
7.564,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.565,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.566,0.016174,0.11151,0.529197,0.021037,-0.004106,0.007181,0,0,,
7.567,0.015667,0.111725,0.700983,-0.011734,-0.027057,0.007127,0,0,,
7.568,0.016174,0.11151,0.529197,0.021037,-0.004106,0.007181,0,0,,
7.569,0.016174,0.11151,0.529197,0.021037,-0.004106,0.007181,0,0,,
7.57,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.571,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.572,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.573,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.574,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.575,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.576,-0.249123,0.112142,0.525825,0.021786,-0.01669,-0.0097,0,0,,
7.577,-0.071581,0.112492,0.18279,-0.044483,-0.008263,-0.009774,0,0,,
7.578,-0.071985,0.11211,0.35471,-0.011623,0.014787,-0.009669,0,0,,
7.579,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.58,-0.073002,0.022552,0.700544,-0.00714,-0.031522,-0.02162,0,0,,
7.581,0.015667,0.111725,0.700983,-0.011734,-0.027057,0.007127,0,0,,
7.582,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.583,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.584,0.015641,0.022796,0.700029,-0.007299,-0.027205,-0.038422,0,0,,
7.585,0.015702,0.021994,0.873961,-0.040145,-0.004282,-0.00469,0,0,,
7.586,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.587,-0.07171,0.023875,0.697746,-0.007279,0.014986,0.002442,0,0,,
7.588,-0.07171,0.023875,0.697746,-0.007279,0.014986,0.002442,0,0,,
7.589,0.016866,0.112073,0.698215,-0.011537,0.019185,-0.026375,0,0,,
7.59,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.591,-0.072492,0.112325,0.526496,-0.044394,-0.008164,-0.009723,0,0,,
7.592,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.593,-0.071745,0.113605,0.524767,0.021132,-0.007789,0.014259,0,0,,
7.594,-0.071985,0.11211,0.35471,-0.011623,0.014787,-0.009669,0,0,,
7.595,0.016658,0.112354,0.354196,-0.011782,0.019104,-0.026472,0,0,,
7.596,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.597,-0.072469,0.111266,0.529711,0.021196,-0.008423,0.023983,0,0,,
7.598,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.599,-0.072257,0.112546,0.52712,-0.044299,-0.05424,-0.009819,0,0,,
7.6,-0.071918,0.024156,0.353727,-0.007524,0.014905,0.002345,0,0,,
7.601,-0.071777,0.111829,0.698729,-0.011378,0.014868,-0.009572,0,0,,
7.602,-0.071777,0.111829,0.698729,-0.011378,0.014868,-0.009572,0,0,,
7.603,-0.071777,0.111829,0.698729,-0.011378,0.014868,-0.009572,0,0,,
7.604,-0.071812,0.201559,0.52575,0.017033,-0.007907,0.002245,0,0,,
7.605,0.016174,0.11151,0.529197,0.021037,-0.004106,0.007181,0,0,,
7.606,0.016151,0.112569,0.525982,-0.044553,-0.003847,-0.026525,0,0,,
7.607,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.608,-0.071542,0.024037,0.525202,-0.040234,0.038012,0.002434,0,0,,
7.609,-0.072116,0.112205,0.697971,-0.077103,0.014943,-0.009634,0,0,,
7.61,-0.072492,0.112325,0.526496,-0.044394,-0.008164,-0.009723,0,0,,
7.611,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.612,0.016343,0.111672,0.356653,-0.011918,0.01892,0.007173,0,0,,
7.613,0.015393,-0.06584,0.701503,-0.003336,-0.027271,0.007236,0,0,,
7.614,-0.072425,0.024371,0.525513,-0.040295,-0.008046,0.002292,0,0,,
7.615,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.616,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.617,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.618,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.619,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.62,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.621,-0.072425,0.024371,0.525513,-0.040295,-0.008046,0.002292,0,0,,
7.622,-0.071609,0.11199,0.526185,-0.044333,0.037894,-0.009581,0,0,,
7.623,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.624,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.625,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.626,-0.072118,0.022218,0.700233,-0.007079,0.014536,-0.021478,0,0,,
7.627,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.628,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.629,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.63,-0.072529,0.112068,0.355779,0.054041,-0.031346,-0.009749,0,0,,
7.631,0.015667,0.111725,0.700983,-0.011734,-0.027057,0.007127,0,0,,
7.632,0.104817,0.111754,0.528683,0.020877,0.000212,-0.009621,0,0,,
7.633,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.634,-0.071812,0.201559,0.52575,0.017033,-0.007907,0.002245,0,0,,
7.635,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.636,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.637,-0.071918,0.024156,0.353727,-0.007524,0.014905,0.002345,0,0,,
7.638,-0.07171,0.023875,0.697746,-0.007279,0.014986,0.002442,0,0,,
7.639,-0.071985,0.11211,0.35471,-0.011623,0.014787,-0.009669,0,0,,
7.64,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.641,-0.071985,0.11211,0.35471,-0.011623,0.014787,-0.009669,0,0,,
7.642,0.01641,0.023718,0.35567,-0.007819,0.019038,0.019187,0,0,,
7.643,0.0159,-0.066055,0.529717,0.029434,-0.00432,0.00729,0,0,,
7.644,-0.072051,-0.065736,0.69925,-0.00298,0.014654,-0.009463,0,0,,
7.645,0.015833,0.021899,0.5307,0.025336,-0.004438,-0.004725,0,0,,
7.646,0.016148,0.022581,0.528243,0.025471,-0.004254,-0.038369,0,0,,
7.647,0.016241,0.023556,0.528214,0.025136,-0.003988,0.019196,0,0,,
7.648,0.016241,0.023556,0.528214,0.025136,-0.003988,0.019196,0,0,,
7.649,0.016241,0.023556,0.528214,0.025136,-0.003988,0.019196,0,0,,
7.65,-0.072217,0.02409,0.869532,-0.04005,-0.007965,0.002389,0,0,,
7.651,0.104884,0.0238,0.5277,0.024976,0.000329,0.002393,0,0,,
7.652,0.104884,0.0238,0.5277,0.024976,0.000329,0.002393,0,0,,
7.653,0.016049,0.024453,0.697543,-0.007499,-0.026755,-0.014502,0,0,,
7.654,0.01649,0.112192,0.52674,0.021172,-0.003922,-0.026463,0,0,,
7.655,0.016215,-0.065372,0.527261,0.02957,-0.004136,-0.026354,0,0,,
7.656,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.657,-0.072494,0.022337,0.528758,0.025631,-0.008571,-0.021566,0,0,,
7.658,0.016557,0.024239,0.525757,0.025271,-0.003804,-0.014449,0,0,,
7.659,-0.071985,0.11211,0.35471,-0.011623,0.014787,-0.009669,0,0,,
7.66,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.661,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.662,-0.071918,0.024156,0.353727,-0.007524,0.014905,0.002345,0,0,,
7.663,-0.071985,0.11211,0.35471,-0.011623,0.014787,-0.009669,0,0,,
7.664,-0.072116,0.112205,0.697971,-0.077103,0.014943,-0.009634,0,0,,
7.665,0.015667,0.111725,0.700983,-0.011734,-0.027057,0.007127,0,0,,
7.666,0.016043,0.111605,0.872458,-0.044444,-0.00395,0.007216,0,0,,
7.667,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.668,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.669,0.01577,0.111127,0.701117,0.053896,0.018944,0.007286,0,0,,
7.67,-0.072492,0.112325,0.526496,-0.044394,-0.008164,-0.009723,0,0,,
7.671,0.015667,0.111725,0.700983,-0.011734,-0.027057,0.007127,0,0,,
7.672,0.016174,0.11151,0.529197,0.021037,-0.004106,0.007181,0,0,,
7.673,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.674,0.01655,0.11139,0.700672,-0.011673,0.019001,0.00727,0,0,,
7.675,0.105456,0.024345,0.183236,-0.040838,0.000305,0.00228,0,0,,
7.676,0.016151,0.112569,0.525982,-0.044553,-0.003847,-0.026525,0,0,,
7.677,-0.071985,0.11211,0.35471,-0.011623,0.014787,-0.009669,0,0,,
7.678,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.679,-0.07171,0.023875,0.697746,-0.007279,0.014986,0.002442,0,0,,
7.68,0.016241,0.023556,0.528214,0.025136,-0.003988,0.019196,0,0,,
7.681,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.682,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.683,-0.072217,0.02409,0.869532,-0.04005,-0.007965,0.002389,0,0,,
7.684,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.685,0.016068,-0.065893,0.357173,-0.00352,0.018706,0.007282,0,0,,
7.686,0.016725,0.0244,0.353213,-0.007684,0.019222,-0.014457,0,0,,
7.687,-0.072427,-0.065616,0.527775,0.029729,-0.008453,-0.009552,0,0,,
7.688,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.689,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.69,-0.072285,0.112044,0.870515,-0.044149,-0.008083,-0.009626,0,0,,
7.691,0.015734,0.023771,0.7,-0.007635,-0.026939,0.019142,0,0,,
7.692,0.104817,0.111754,0.528683,0.020877,0.000212,-0.009621,0,0,,
7.693,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.694,-0.072427,-0.065616,0.527775,0.029729,-0.008453,-0.009552,0,0,,
7.695,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.696,-0.071777,0.111829,0.698729,-0.011378,0.014868,-0.009572,0,0,,
7.697,-0.071985,0.11211,0.35471,-0.011623,0.014787,-0.009669,0,0,,
7.698,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.699,-0.072285,0.112044,0.870515,-0.044149,-0.008083,-0.009626,0,0,,
7.7,-0.07171,0.023875,0.697746,-0.007279,0.014986,0.002442,0,0,,
7.701,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.702,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.703,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.704,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.705,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.706,-0.072425,0.024371,0.525513,-0.040295,-0.008046,0.002292,0,0,,
7.707,-0.072425,0.024371,0.525513,-0.040295,-0.008046,0.002292,0,0,,
7.708,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.709,0.016557,0.024239,0.525757,0.025271,-0.003804,-0.014449,0,0,,
7.71,0.104817,0.111754,0.528683,0.020877,0.000212,-0.009621,0,0,,
7.711,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.712,0.016049,0.024453,0.697543,-0.007499,-0.026755,-0.014502,0,0,,
7.713,0.016218,0.024615,0.524999,-0.040454,-0.003729,-0.014511,0,0,,
7.714,-0.072116,0.112205,0.697971,-0.077103,0.014943,-0.009634,0,0,,
7.715,-0.072217,0.02409,0.869532,-0.04005,-0.007965,0.002389,0,0,,
7.716,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.717,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.718,-0.072425,0.024371,0.525513,-0.040295,-0.008046,0.002292,0,0,,
7.719,-0.072935,-0.065402,0.699561,-0.003041,-0.031404,-0.009605,0,0,,
7.72,-0.072217,0.02409,0.869532,-0.04005,-0.007965,0.002389,0,0,,
7.721,-0.071918,0.024156,0.353727,-0.007524,0.014905,0.002345,0,0,,
7.722,-0.071576,0.113767,0.352223,-0.011823,0.015237,0.014251,0,0,,
7.723,0.01649,0.112192,0.52674,0.021172,-0.003922,-0.026463,0,0,,
7.724,-0.071777,0.111829,0.698729,-0.011378,0.014868,-0.009572,0,0,,
7.725,-0.07171,0.023875,0.697746,-0.007279,0.014986,0.002442,0,0,,
7.726,0.015734,0.023771,0.7,-0.007635,-0.026939,0.019142,0,0,,
7.727,0.01641,0.023718,0.35567,-0.007819,0.019038,0.019187,0,0,,
7.728,-0.071918,0.024156,0.353727,-0.007524,0.014905,0.002345,0,0,,
7.729,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.73,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.731,0.104985,0.111916,0.356139,-0.012077,0.023237,-0.00963,0,0,,
7.732,0.104478,0.11213,0.527925,-0.044848,0.000286,-0.009683,0,0,,
7.733,-0.072492,0.112325,0.526496,-0.044394,-0.008164,-0.009723,0,0,,
7.734,0.104711,-0.065649,0.356659,-0.00368,0.023023,-0.009521,0,0,,
7.735,0.016068,-0.065893,0.357173,-0.00352,0.018706,0.007282,0,0,,
7.736,0.016174,0.11151,0.529197,0.021037,-0.004106,0.007181,0,0,,
7.737,0.015667,0.111725,0.700983,-0.011734,-0.027057,0.007127,0,0,,
7.738,0.016241,0.023556,0.528214,0.025136,-0.003988,0.019196,0,0,,
7.739,0.016241,0.023556,0.528214,0.025136,-0.003988,0.019196,0,0,,
7.74,-0.160353,0.023631,0.69826,-0.00712,0.010668,0.019245,0,0,,
7.741,-0.071777,0.111829,0.698729,-0.011378,0.014868,-0.009572,0,0,,
7.742,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.743,0.015708,-0.065157,0.699047,-0.003201,-0.027087,-0.026408,0,0,,
7.744,0.016557,0.024239,0.525757,0.025271,-0.003804,-0.014449,0,0,,
7.745,-0.072935,-0.065402,0.699561,-0.003041,-0.031404,-0.009605,0,0,,
7.746,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.747,-0.071777,0.111829,0.698729,-0.011378,0.014868,-0.009572,0,0,,
7.748,0.104852,0.022024,0.701661,-0.007533,0.022987,-0.021438,0,0,,
7.749,0.103968,0.022358,0.701972,-0.007594,-0.023071,-0.02158,0,0,,
7.75,-0.072935,-0.065402,0.699561,-0.003041,-0.031404,-0.009605,0,0,,
7.751,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.752,0.015982,0.112407,0.698526,-0.011598,-0.026873,-0.026517,0,0,,
7.753,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.754,0.015734,0.023771,0.7,-0.007635,-0.026939,0.019142,0,0,,
7.755,0.104753,0.023896,0.870961,-0.040504,0.000486,0.002428,0,0,,
7.756,-0.071777,0.111829,0.698729,-0.011378,0.014868,-0.009572,0,0,,
7.757,-0.071609,0.11199,0.526185,-0.044333,0.037894,-0.009581,0,0,,
7.758,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.759,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.76,0.016866,0.112073,0.698215,-0.011537,0.019185,-0.026375,0,0,,
7.761,-0.072257,0.112546,0.52712,-0.044299,-0.05424,-0.009819,0,0,,
7.762,-0.07219,0.024592,0.526137,-0.0402,-0.054122,0.002196,0,0,,
7.763,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.764,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.765,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.766,-0.160729,0.02375,0.526785,0.02559,-0.012439,0.019156,0,0,,
7.767,0.016407,-0.066269,0.357931,0.062205,0.018631,0.007344,0,0,,
7.768,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.769,0.104441,0.111873,0.357208,0.053587,-0.022896,-0.00971,0,0,,
7.77,0.016241,0.023556,0.528214,0.025136,-0.003988,0.019196,0,0,,
7.771,0.016241,0.023556,0.528214,0.025136,-0.003988,0.019196,0,0,,
7.772,0.016241,0.023556,0.528214,0.025136,-0.003988,0.019196,0,0,,
7.773,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.774,0.016174,0.11151,0.529197,0.021037,-0.004106,0.007181,0,0,,
7.775,0.10431,0.111969,0.700469,-0.011893,-0.022739,-0.009675,0,0,,
7.776,0.016866,0.112073,0.698215,-0.011537,0.019185,-0.026375,0,0,,
7.777,0.016933,0.024119,0.697232,-0.007439,0.019303,-0.01436,0,0,,
7.778,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.779,0.016241,0.023556,0.528214,0.025136,-0.003988,0.019196,0,0,,
7.78,0.01641,0.023718,0.35567,-0.007819,0.019038,0.019187,0,0,,
7.781,0.016725,0.0244,0.353213,-0.007684,0.019222,-0.014457,0,0,,
7.782,-0.071918,0.024156,0.353727,-0.007524,0.014905,0.002345,0,0,,
7.783,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.784,-0.072494,0.022337,0.528758,0.025631,-0.008571,-0.021566,0,0,,
7.785,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.786,-0.072492,0.112325,0.526496,-0.044394,-0.008164,-0.009723,0,0,,
7.787,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.788,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.789,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.79,-0.07171,0.023875,0.697746,-0.007279,0.014986,0.002442,0,0,,
7.791,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.792,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.793,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.794,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.795,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.796,0.016343,0.111672,0.356653,-0.011918,0.01892,0.007173,0,0,,
7.797,0.015263,0.111342,0.872903,0.021126,-0.004007,0.007232,0,0,,
7.798,0.104377,0.024015,0.699486,-0.007794,-0.022621,0.00234,0,0,,
7.799,0.016049,0.024453,0.697543,-0.007499,-0.026755,-0.014502,0,0,,
7.8,0.105053,0.023962,0.355156,-0.007979,0.023355,0.002385,0,0,,
7.801,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.802,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.803,-0.072427,-0.065616,0.527775,0.029729,-0.008453,-0.009552,0,0,,
7.804,-0.071918,0.024156,0.353727,-0.007524,0.014905,0.002345,0,0,,
7.805,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.806,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.807,-0.072427,-0.065616,0.527775,0.029729,-0.008453,-0.009552,0,0,,
7.808,0.016276,-0.066174,0.701192,-0.003275,0.018787,0.007379,0,0,,
7.809,0.01641,0.023718,0.35567,-0.007819,0.019038,0.019187,0,0,,
7.81,-0.071985,0.11211,0.35471,-0.011623,0.014787,-0.009669,0,0,,
7.811,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.812,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.813,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.814,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.815,-0.071542,0.024037,0.525202,-0.040234,0.038012,0.002434,0,0,,
7.816,0.016276,-0.066174,0.701192,-0.003275,0.018787,0.007379,0,0,,
7.817,0.016174,0.11151,0.529197,0.021037,-0.004106,0.007181,0,0,,
7.818,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.819,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.82,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.821,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.822,-0.072019,-0.063959,0.525288,0.029529,-0.008003,0.014368,0,0,,
7.823,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.824,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.825,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.826,-0.072285,0.112044,0.870515,-0.044149,-0.008083,-0.009626,0,0,,
7.827,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.828,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.829,-0.072492,0.112325,0.526496,-0.044394,-0.008164,-0.009723,0,0,,
7.83,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.831,-0.072153,0.111948,0.527254,0.021332,-0.008239,-0.009661,0,0,,
7.832,-0.072661,0.112163,0.69904,-0.011439,-0.03119,-0.009714,0,0,,
7.833,-0.072594,0.024209,0.698057,-0.00734,-0.031072,0.0023,0,0,,
7.834,-0.072086,0.023994,0.526271,0.025431,-0.008121,0.002354,0,0,,
7.835,-0.071918,0.024156,0.353727,-0.007524,0.014905,0.002345,0,0,,
7.836,-0.071609,0.11199,0.526185,-0.044333,0.037894,-0.009581,0,0,,
7.837,0.015982,0.112407,0.698526,-0.011598,-0.026873,-0.026517,0,0,,
7.838,0.01649,0.112192,0.52674,0.021172,-0.003922,-0.026463,0,0,,
